No,Username,Category,Is_Suspicious,Profile_URL
210,review.meetitnow,리뷰/추천,정상,https://www.instagram.com/review.meetitnow/
211,sososhop0,리뷰/추천,정상,https://www.instagram.com/sososhop0/
212,sagil4949,개인/일반,의심,https://www.instagram.com/sagil4949/
213,chachaunni11,개인/일반,정상,https://www.instagram.com/chachaunni11/
214,lifebooster_curated,개인/일반,정상,https://www.instagram.com/lifebooster_curated/
215,3bok_house,홈/리빙,정상,https://www.instagram.com/3bok_house/
216,rohahome365,홈/리빙,정상,https://www.instagram.com/rohahome365/
217,shark_blackping,개인/일반,정상,https://www.instagram.com/shark_blackping/
218,yeon.ju1004,개인/일반,정상,https://www.instagram.com/yeon.ju1004/
219,jjannetemlab,아이템/꿀템,정상,https://www.instagram.com/jjannetemlab/
220,heyjo_market,리뷰/추천,정상,https://www.instagram.com/heyjo_market/
221,jjkm6790,개인/일반,의심,https://www.instagram.com/jjkm6790/
222,rich._.wish,개인/일반,정상,https://www.instagram.com/rich._.wish/
223,jjintem_bite,아이템/꿀템,정상,https://www.instagram.com/jjintem_bite/
224,lifehack__expert,팁/노하우,정상,https://www.instagram.com/lifehack__expert/
225,xx__o.yun_,개인/일반,정상,https://www.instagram.com/xx__o.yun_/
226,junup1999,개인/일반,의심,https://www.instagram.com/junup1999/
227,kikkuyang,개인/일반,정상,https://www.instagram.com/kikkuyang/
228,cys.official_,개인/일반,정상,https://www.instagram.com/cys.official_/
229,flor_katarina,개인/일반,정상,https://www.instagram.com/flor_katarina/
230,jeyook101,개인/일반,정상,https://www.instagram.com/jeyook101/
231,yuouy112,개인/일반,정상,https://www.instagram.com/yuouy112/
232,hero_240525,개인/일반,의심,https://www.instagram.com/hero_240525/
233,living__ange5l,홈/리빙,정상,https://www.instagram.com/living__ange5l/
234,chxj.1n,개인/일반,의심,https://www.instagram.com/chxj.1n/
235,jlovey.official,개인/일반,정상,https://www.instagram.com/jlovey.official/
236,item_toktok_,아이템/꿀템,정상,https://www.instagram.com/item_toktok_/
237,soondoor20,개인/일반,정상,https://www.instagram.com/soondoor20/
238,jumyeong.jeon,개인/일반,정상,https://www.instagram.com/jumyeong.jeon/
239,eoheungreview,리뷰/추천,정상,https://www.instagram.com/eoheungreview/
240,sallimkokok,살림 전문,정상,https://www.instagram.com/sallimkokok/
241,yuuuuu_rose,개인/일반,정상,https://www.instagram.com/yuuuuu_rose/
242,bagjeongtip,팁/노하우,정상,https://www.instagram.com/bagjeongtip/
243,jjandoc_home,홈/리빙,정상,https://www.instagram.com/jjandoc_home/
244,housestar_j,홈/리빙,정상,https://www.instagram.com/housestar_j/
245,jeonghyeonback,개인/일반,정상,https://www.instagram.com/jeonghyeonback/
246,deul._.kkot,개인/일반,정상,https://www.instagram.com/deul._.kkot/
247,daily_budongsan,개인/일반,정상,https://www.instagram.com/daily_budongsan/
248,bang_corner_shopping,리뷰/추천,정상,https://www.instagram.com/bang_corner_shopping/
249,ellyjep3049,개인/일반,정상,https://www.instagram.com/ellyjep3049/
250,life_collector.17,개인/일반,정상,https://www.instagram.com/life_collector.17/
251,goodchoicelab,리뷰/추천,정상,https://www.instagram.com/goodchoicelab/
252,pdsopd9,개인/일반,정상,https://www.instagram.com/pdsopd9/
253,zzaintem_official,아이템/꿀템,정상,https://www.instagram.com/zzaintem_official/
254,gim.jeseung56,개인/일반,정상,https://www.instagram.com/gim.jeseung56/
255,spoon_up69,요리/주방,정상,https://www.instagram.com/spoon_up69/
256,insight0904,개인/일반,정상,https://www.instagram.com/insight0904/
257,buzasalrimggun,살림 전문,정상,https://www.instagram.com/buzasalrimggun/
258,homequeen.daily,홈/리빙,정상,https://www.instagram.com/homequeen.daily/
259,wise_tem_,아이템/꿀템,정상,https://www.instagram.com/wise_tem_/
